,category,city,food_mean,food_num,food_q1,food_q2,food_q3,food_var,money,post,rate,rate_num,uuid
1565,義大利美食,taipei,20093.75,48,16000.0,18000.0,20000.0,8143.821949029829,$,105,4.6,127,c553a090-afe5-4ebe-bd35-d5087b54c323
1566,義大利美食,taipei,23941.176470588234,17,25000.0,28000.0,31000.0,10580.062205061735,$,106,4.8,116,02d6065e-49c5-46d8-a32b-1475d361f987
1567,義大利美食,taipei,17218.666666666668,75,11000.0,16000.0,23000.0,7207.934393584768,$,802,4.4,20,29aeec0c-51c2-4bd0-860f-95da60484440
1568,義大利美食,taipei,19531.70731707317,41,7900.0,16000.0,18000.0,22286.20309304796,$$,110,4.8,258,4a50a34c-d1fb-49e7-899d-f221d3cf5940
1569,義大利美食,taipei,20087.17948717949,39,8200.0,16000.0,18000.0,22939.890008087856,$$,106,4.7,172,9243fe5f-f989-4759-b566-1b21118a67c3
1570,義大利美食,taipei,19613.20754716981,53,13000.0,23000.0,27000.0,9092.108079773505,$,104,4.7,165,1692e5b0-5a28-4be8-bf6f-a4e756ba1185
1571,義大利美食,taipei,22880.95238095238,42,20500.0,24000.0,28750.0,9703.220822544738,$$,104,4.7,59,f814d091-a9f8-4793-b84e-46c1aff2219d
1572,義大利美食,taipei,24675.0,40,19500.0,22000.0,25000.0,14615.72355376223,$$,10491,4.7,31,2df44c87-cf2e-4cee-a480-5f3bd402cd35
1573,健康美食,taipei,20909.090909090908,11,20000.0,20000.0,22000.0,1564.0591394622957,$$,106,4.9,500,24e53fdd-aec3-4fb4-9b31-e0baede91126
1574,義大利美食,taipei,22802.46913580247,81,17000.0,18000.0,32000.0,9372.167559725227,$$,106,4.6,82,8fd545cd-6c97-415a-95e9-533a4102eb74
1575,義大利美食,taipei,41936.92307692308,65,12000.0,22900.0,33900.0,66072.1507007669,$$$,106,4.5,28,388cd938-c92f-44a1-a039-f38b0201b34a
1576,義大利美食,taipei,30446.428571428572,56,13000.0,32000.0,42000.0,16631.424261294753,$$,106,4.8,27,bfffd9ed-7247-4a43-9b25-cde3dadf8a28
1577,義大利美食,taipei,22937.17948717949,78,18000.0,23000.0,28000.0,7670.775526171559,$$,110,4.5,31,88e23cf2-395f-4e3b-844a-418ab8486424
1578,歐式美食,taipei,30974.57627118644,59,16500.0,25000.0,35000.0,19211.230765682823,$$,105,4.8,20,8bce4347-7350-4749-af60-748a66f832a1
1579,新加坡美食,taipei,22833.333333333332,15,6000.0,11500.0,26500.0,24874.127567056945,$,110,4.8,500,cce82cb7-c11a-4f2e-a581-f8685c8848e6
1580,新加坡美食,taipei,20150.0,4,18400.0,18900.0,20650.0,3418.698582794336,$,105,4.2,128,a95e962f-7038-4394-8aa5-1f29a2c3cc75
1581,新加坡美食,taipei,15379.310344827587,29,9000.0,15000.0,20000.0,7949.9025936494145,$,10491,4.2,58,04d77ac6-850b-47f1-998b-4318b604a915
1582,新加坡美食,taipei,23360.0,25,6000.0,14500.0,22000.0,32458.44112091645,$$,106,4.8,500,8ec027d3-dd7d-4eae-be2e-b0f0451b39f4
1583,新加坡美食,taipei,13657.894736842105,19,14250.0,16000.0,16000.0,5279.186120433985,$,106,4.8,500,b16e78a4-b860-4e8c-920b-f347a4d38bdf
1584,新加坡美食,taipei,21516.666666666668,30,8125.0,18000.0,22000.0,19977.688944308735,$,106,4.6,133,693889ff-094e-40e0-9dc0-5cbe9fe6318f
1585,日式料理,taipei,12542.857142857143,35,10000.0,13000.0,15000.0,5287.953193778462,$,10491,4.7,500,0c62fe75-6909-4036-a251-bcd2b4a1ab09
1586,日式料理,taipei,13202.0,50,6000.0,11500.0,16000.0,10922.70094802563,$,105,4.7,500,cd67c132-5b45-4fc5-ae4e-142af7524849
1587,日式料理,taipei,37685.71428571428,35,27000.0,38000.0,50000.0,18756.745725313907,$$$,106,4.6,329,d2e4b2f1-f6f3-4016-a9ba-53ce336176a4
1588,日式料理,taipei,14758.441558441558,77,9000.0,14400.0,16900.0,11730.77150781919,$,105,4.8,500,f7329789-12b7-4c2c-a1c4-0431a99d6da1
1589,日式料理,taipei,19914.285714285714,7,21900.0,21900.0,23900.0,8315.29203531981,$,105,4.7,500,cdc7c4c2-186e-43e7-9878-062eee515351
1590,日式料理,taipei,28262.5,16,12775.0,21400.0,29800.0,27957.84494108943,$,106,4.6,500,67df350b-aa8e-481e-8f93-80e5429b9761
1591,日式料理,taipei,16771.428571428572,42,7150.0,17950.0,22250.0,10905.356606782212,$,10491,4.8,465,2b491814-6c61-4e01-ba52-5df1c6f4b830
1592,日式料理,taipei,4702.7027027027025,37,3000.0,3000.0,3000.0,7497.260273881188,$,105,4.7,500,60240430-abe1-40ea-b8f6-33d8532904a2
1593,日式料理,taipei,12000.0,13,12000.0,14000.0,15000.0,3961.3517506411486,$,106,4.7,64,aa26d6bd-e00e-4f95-9b21-c112a357acc1
1594,日式料理,taipei,15454.545454545454,22,8250.0,12000.0,25000.0,9745.522387823561,$$,106,4.7,275,4bfd8c51-dabe-458b-be9f-563bcd29ee2d
1595,日式料理,taipei,17357.894736842107,19,14000.0,17000.0,23450.0,8132.088214337186,$,110,4.6,167,7c6b71c9-604d-4eea-a885-a9370e172e30
1596,日式料理,taipei,16744.444444444445,9,15500.0,16800.0,18500.0,2214.152012803653,$,106,4.8,38,74127f91-fc80-4586-a272-1dc5fdce5bb1
1597,日式料理,taipei,19591.176470588234,34,18000.0,20000.0,23000.0,4815.1945563930185,$,110,4.6,172,14ee26ef-ff04-4918-b92b-f7e1c741431c
1598,日式料理,taipei,22909.090909090908,22,18000.0,23000.0,27500.0,6251.611362528798,$$,110,4.6,76,37aff528-82ae-4169-995f-5cb50ea98f99
1599,日式料理,taipei,8000.0,7,5000.0,8000.0,10000.0,3964.1248358604594,$,106,4.4,54,09bfe65f-167b-40a3-a7c6-e70b19b05f70
1600,日式料理,taipei,19888.88888888889,9,6000.0,7000.0,32000.0,15786.382630077414,$$,105,4.5,40,2711d95f-0df8-4e10-9e81-7e1922bfa407
1601,日式料理,taipei,19000.0,19,12000.0,22000.0,25000.0,7100.778311676752,$,105,4.4,73,6194f8d0-c301-43bf-9858-5ce113e9e8c1
1602,日式料理,taipei,11750.0,8,6250.0,12500.0,18000.0,6339.361166552983,$,106,4.7,500,1fb6bf8e-1785-4abd-90fc-a4ab296a59d3
1603,日式料理,taipei,8500.0,17,8500.0,8500.0,8500.0,0.0,$,10491,4.6,500,e4078aaf-3b81-46d2-9159-acf4133e1555
1604,日式料理,taipei,19914.285714285714,7,21900.0,21900.0,23900.0,8315.29203531981,$,110,4.7,481,d1bf8fb5-39a5-40f7-bb6f-ce89c77ea94a
1605,日式料理,taipei,11979.545454545454,44,5800.0,13000.0,19000.0,6843.662614069063,$,106,4.8,500,f15b0536-4728-415a-a214-2ccc4aeb02ad
1606,日式料理,taipei,12000.0,32,10500.0,11500.0,15000.0,3663.587722438211,$,105,4.7,500,32c34135-13ab-444b-aa64-230fba484d21
1607,日式料理,taipei,4702.7027027027025,37,3000.0,3000.0,3000.0,7497.260273881188,$,106,4.7,500,2bd0a433-15a6-4f92-aaed-404229d6c307
1608,日式料理,taipei,15650.0,78,11625.0,13000.0,18225.0,8667.915343971492,$,110,4.4,500,9d6d1637-4411-4426-9412-1ee1660720dc
1609,日式料理,taipei,16156.25,32,6000.0,11400.0,25150.0,11319.560986959697,$$,105,4.7,311,d5653407-1530-46fc-ac41-6efa9aacc603
1610,日式料理,taipei,4702.7027027027025,37,3000.0,3000.0,3000.0,7497.260273881188,$,110,4.7,500,319d1e30-5265-4f54-adcb-3de22de57016
1611,日式料理,taipei,18269.23076923077,13,17500.0,18500.0,20500.0,2215.464742140718,$,105,4.7,274,9067cd11-b6d6-49f8-93b9-e859a0f0f0c8
1612,日式料理,taipei,11529.411764705883,17,8000.0,13500.0,14500.0,4202.487317527471,$,110,4.6,500,d1b9641f-d8ef-4f3d-979d-5bd36cdf9e29
1613,日式料理,taipei,19040.0,25,20000.0,22000.0,22000.0,6587.746200332857,$,110,4.7,206,973bd0b7-7282-444c-b893-2ba620438eac
1614,日式料理,taipei,9750.0,4,9000.0,9000.0,9750.0,1299.038105676658,$,106,4.6,76,59f55e34-4c5b-48dc-985c-2f066fcd754d
1615,日式料理,taipei,11496.153846153846,26,3625.0,6000.0,15750.0,12337.107277491403,$,105,4.6,467,d65f06be-a170-48b4-bf36-39d3d278f0a6
1616,日式料理,taipei,10323.809523809523,21,4000.0,6000.0,17000.0,8308.395338847084,$,105,4.7,341,c9514a2c-9d60-467c-afa6-5067be15b3dd
1617,日式料理,taipei,15255.31914893617,47,8000.0,15000.0,20000.0,8273.176562243721,$,110,4.7,106,10f2c6b8-3ada-44ac-9680-bd75817134f6
1618,日式料理,taipei,9295.454545454546,22,5000.0,8000.0,13250.0,5118.280719212376,$,110,4.8,313,beef18d6-b310-4277-b2f6-a58578c3f2ce
1619,日式料理,taipei,17291.666666666668,24,10000.0,19000.0,23000.0,6840.316553753602,$,100,4.7,500,16a65289-5ebd-49d4-9042-5b72c5592b19
1620,日式料理,taipei,17291.666666666668,24,10000.0,19000.0,23000.0,6840.3165537536015,$,105,4.7,394,70fa9009-65c0-4da6-8f64-b53dff3a1fae
1621,日式料理,taipei,18369.84126984127,63,13000.0,15000.0,22400.0,10934.765221576328,$,105,4.8,91,4866b43f-c2cd-4f8b-abf0-5a71acd4fb7b
1622,日式料理,taipei,21558.13953488372,43,11000.0,24000.0,31000.0,11666.49411394711,$,110,4.7,142,1ea3379d-4e15-482e-a343-c0327f31b645
1623,日式料理,taipei,15800.0,45,8000.0,12000.0,24000.0,11622.965771838672,$$,105,4.7,302,e19b753c-59e6-416c-8dea-9ff2bf8a9702
1624,日式料理,taipei,10796.296296296296,54,9500.0,11750.0,13000.0,2877.9469896388755,$,105,3.9,352,08c8bc8d-26e5-4ac7-8191-12db7cee6bc4
1625,日式料理,taipei,12693.75,16,12900.0,13900.0,13900.0,4346.617758384098,$,110,4.7,52,94ef4a21-d192-4ce6-9040-7137d4a4a21c
1626,日式料理,taipei,19888.88888888889,9,6000.0,7000.0,32000.0,15786.382630077414,$$,106,4.6,75,b2dc6f8a-2e38-40d5-9c2d-1b7252c83445
1627,日式料理,taipei,17909.090909090908,22,11000.0,21000.0,22750.0,6953.802693550231,$,105,3.9,25,24c3b068-a9b7-4872-83b9-92cd1f06048f
1628,日式料理,taipei,11626.190476190477,42,5150.0,11500.0,18000.0,6767.395909232018,$,105,4.5,128,dc598249-e8c4-4047-9438-eac572626ef6
1629,日式料理,taipei,24719.04761904762,105,10000.0,26000.0,33000.0,14618.143294505113,$,106,4.5,64,8d6d4589-2cd8-4900-9767-c022c32c508f
1630,日式料理,taipei,14333.333333333334,12,8500.0,14000.0,20000.0,6523.46193026031,$,105,4.8,95,53e74651-4622-4286-8d80-57707567bb88
1631,日式料理,taipei,11776.315789473685,38,5250.0,7000.0,19500.0,8807.665148832646,$,110,4.6,142,4cf55d37-6987-4bb9-8c6e-e1f483970ee1
1632,日式料理,taipei,18760.655737704918,61,9000.0,18000.0,24000.0,11445.999783567091,$,105,4.8,60,08fa7052-aa59-4562-88d8-5c0fa25fc6b4
1633,日式料理,taipei,17020.0,10,18000.0,18000.0,20000.0,5685.384771499639,$,105,4.6,115,15665c18-04db-4d7e-87f5-2601ccd48c36
1634,日式料理,taipei,16744.444444444445,9,15500.0,16800.0,18500.0,2214.152012803653,$,104,4.9,33,6f1bde25-cec2-4a13-9802-1fa7974e8089
1635,日式料理,taipei,5023.287671232877,73,2500.0,4000.0,4000.0,5067.152358754797,$,104,4.6,42,b55dd0c5-b797-4e37-81c1-d65afa920e8c
1636,日式料理,taipei,19687.5,16,15750.0,18000.0,24000.0,10202.443028510377,$$,106,4.4,21,3a765e39-cc35-444c-8d58-84a0549ea539
1637,日式料理,taipei,16744.444444444445,9,15500.0,16800.0,18500.0,2214.152012803653,$,110,4.7,16,56619211-f2ca-424a-aa06-141721701c31
1638,日式料理,taipei,44915.254237288136,59,15000.0,20000.0,44500.0,62285.3706292809,$$,105,4.6,76,87de010b-9b0c-48a6-bcc1-8555062106e7
1639,日式料理,taipei,21272.727272727272,33,6000.0,23900.0,32900.0,14921.354896788791,$$,104,4.6,500,f1f6f604-0ea5-47f2-88af-657987370cbe
1640,日式料理,taipei,15428.57142857143,14,9000.0,9500.0,28000.0,9431.817622996608,$$,105,4.7,188,8c04ee05-279f-4366-9aec-a6ff9d5ec3c7
1641,日式料理,taipei,3900.0,46,2500.0,3000.0,3900.0,4117.829736539678,$,110,4.7,500,5729db6a-275a-458e-a0a7-bcb8b68d8990
1642,日式料理,taipei,3900.0,46,2500.0,3000.0,3900.0,4117.829736539678,$,106,4.7,500,d05e9a61-0255-42ae-9a3e-b237deed0012
1643,日式料理,taipei,10153.846153846154,13,6000.0,9000.0,15000.0,5985.188819669818,$,106,4.7,500,07fd46ff-f38f-4296-9070-b7a4c8b5866e
1644,日式料理,taipei,17050.0,4,16050.0,17300.0,18300.0,2165.0635094610966,$,110,4.7,268,e27f1e89-8b32-4096-a998-d5b2ba99a660
1645,日式料理,taipei,27514.70588235294,34,8375.0,16000.0,18000.0,47165.6164167534,$$,110,4.8,134,c5362457-e300-4ec7-a141-f3435e03555c
1646,日式料理,taipei,21829.268292682926,41,12000.0,24000.0,30000.0,11609.294928327778,$,106,4.6,224,bee1be82-bbd2-42e1-a17e-863fcc1f1828
1647,日式料理,taipei,22086.956521739132,46,19250.0,23000.0,26000.0,13287.499988885469,$$,106,4.8,341,f3715b1b-5482-4303-95aa-2536cd67f244
1648,日式料理,taipei,9891.304347826086,46,4925.0,7900.0,14900.0,5403.011482616471,$,10491,4.7,221,ce6c2ea9-9936-4d00-afba-839a1ee12aae
1649,日式料理,taipei,21186.486486486487,37,13000.0,18000.0,26000.0,13782.404806484876,$$,104,4.8,146,881aaf37-8636-422c-ae66-665a649e5ec6
1650,日式料理,taipei,16812.5,16,5750.0,18000.0,21000.0,10631.431876751127,$$,106,4.6,138,556e2d1d-b053-4fe7-bc77-a0dab2cda9e2
1651,日式料理,taipei,22909.090909090908,22,18000.0,23000.0,27500.0,6251.611362528798,$,10491,4.6,97,1a38f743-6398-49dd-92fe-286e917213fa
1652,日式料理,taipei,32794.444444444445,36,20000.0,35000.0,49900.0,17121.314598483576,$$,105,4.9,34,c7db1b28-6530-478f-88bd-36faa857e901
1653,日式料理,taipei,27771.428571428572,35,17000.0,28000.0,36000.0,12214.945679747565,$$,106,4.8,53,938c7d20-68ee-43f9-86fb-92e6a99243db
1654,台灣美食,taipei,21283.720930232557,43,4800.0,12800.0,36800.0,19462.84391170577,$$,106,4.9,21,2fcffd0b-6a8f-43d9-973a-a336e2e9cc5f
1655,Desserts,taipei,95900.0,10,95000.0,99000.0,99000.0,4614.108798023731,$$$,106,4.7,60,8f24104d-2715-4798-8ddc-b7fb413c98d7
1656,歐式美食,taipei,26702.702702702703,37,16000.0,28000.0,33000.0,13554.424559081453,$$,110,4.7,33,ec7993bb-d387-4134-85f3-0d9363b3b7e4
1657,歐式美食,taipei,30974.57627118644,59,16500.0,25000.0,35000.0,19211.230765682823,$$,105,4.8,20,8bce4347-7350-4749-af60-748a66f832a1
1658,披薩,taipei,27493.22033898305,59,11950.0,19900.0,39400.0,22740.219461448487,$,105,4.7,145,6d03c4a1-7106-4c91-a772-cea1039ca7c2
1659,法國美食,taipei,26340.47619047619,42,16000.0,20000.0,32000.0,17468.135064464823,$$,106,4.3,15,5824afcc-216b-43e8-9f30-beccafe44636
1660,中東美食,taipei,32382.352941176472,17,25000.0,35000.0,39900.0,12108.734586536993,$$,110,4.5,19,984570d4-8af4-446e-b730-85129072193a
1661,美式美食,taipei,9710.25641025641,39,5500.0,9000.0,12000.0,5336.8959994188335,$,106,4.8,500,0ca06162-9168-4c85-8749-080ef42991d9
1662,法國美食,taipei,26340.47619047619,42,16000.0,20000.0,32000.0,17468.135064464823,$$,106,4.3,15,5824afcc-216b-43e8-9f30-beccafe44636
1663,歐式美食,taipei,26702.702702702703,37,16000.0,28000.0,33000.0,13554.424559081453,$$,110,4.7,33,ec7993bb-d387-4134-85f3-0d9363b3b7e4
1664,健康美食,taipei,19129.86111111111,144,11000.0,16750.0,24800.0,9851.918029987803,$$,110,4.5,188,ab3fa6a4-4b2c-422e-badd-1cde5a97d7fa
1665,Desserts,taipei,22655.172413793105,29,14000.0,14000.0,33000.0,13275.011168432127,$$,106,4.8,61,4e9fc0a0-f452-403b-b607-a444a127afd7
1666,Desserts,taipei,36786.666666666664,30,15000.0,16000.0,21000.0,53271.46661727605,$,106,4.6,40,76ed40c9-0985-46bf-9c72-71e3c5ddc5b6
1667,泰國美食,taipei,15270.149253731342,67,8000.0,15000.0,20000.0,8103.914936076029,$,10491,4.3,238,5e39cc78-3db4-4c98-aa45-01aa4ecf40f8
1668,泰國美食,taipei,66946.28099173553,121,28000.0,30000.0,35000.0,172519.6575414961,$$,106,4.7,106,c52782a2-877a-4466-a046-8e9312413392
1669,泰國美食,taipei,16125.0,8,16000.0,16000.0,16000.0,780.6247497997998,$,10491,4.6,336,3c449165-b6bd-4569-897d-305af66b4de0
1670,泰國美食,taipei,8434.48275862069,29,3500.0,6000.0,13800.0,5237.285152342204,$,105,4.4,59,42acc04d-aef5-41a2-a76d-f951940fabc5
1671,泰國美食,taipei,6715.384615384615,26,7000.0,7000.0,7375.0,1528.6223832367968,$,105,4.9,500,3c606854-6289-4301-ab12-5cd7f3ab2b9f
1672,泰國美食,taipei,50300.0,35,16000.0,28000.0,35000.0,70865.8894371212,$,105,4.8,371,7b3baaab-e1d1-44c8-863e-b1f83949e8c3
1673,泰國美食,taipei,47947.22222222222,36,15975.0,28000.0,35000.0,67471.10281080466,$$,105,4.8,500,174c7ea2-64f3-4ee6-bc05-36396a3884e6
1674,泰國美食,taipei,10935.29411764706,17,6000.0,6000.0,15800.0,6301.721629977804,$,105,4.6,500,c03effeb-47b2-4cbf-ab2f-40811b9d8d7d
1675,泰國美食,taipei,9938.775510204081,49,5800.0,7000.0,14800.0,7013.945767919696,$,105,4.6,500,11b96ea2-0a26-4785-af08-7e57046991c4
1676,泰國美食,taipei,7514.102564102564,78,6000.0,7000.0,8000.0,4721.329787659361,$,110,4.8,371,4c8a77af-6d63-412d-9392-4a606a5341fb
1677,泰國美食,taipei,16177.41935483871,62,11000.0,16000.0,17650.0,14465.726115544563,$$,10491,4.6,484,682dd6c1-d238-4457-935a-58b67c3d16e0
1678,泰國美食,taipei,16666.666666666668,6,16000.0,16000.0,17500.0,2981.4239699997197,$,106,4.7,44,a1c6bc36-56b2-4918-b786-a501b6d03189
1679,泰國美食,taipei,47947.22222222222,36,15975.0,28000.0,35000.0,67471.10281080466,$$,110,4.8,249,aeb02f67-fda3-41fa-8e2e-c262a88bd92c
1680,泰國美食,taipei,15748.648648648648,111,12000.0,13900.0,18900.0,6255.575745171603,$,114,4.6,282,4cf195fd-6ef2-4d39-ae23-e982f264ed8d
1681,泰國美食,taipei,31428.571428571428,7,15000.0,15000.0,42500.0,21829.58112848018,$$,105,4.5,25,ac882b7a-6007-424a-9579-eabdaf03abdf
1682,泰國美食,taipei,50300.0,35,16000.0,28000.0,35000.0,70865.8894371212,$,110,4.7,115,20810050-f151-4e4d-9755-09077884a8bd
1683,泰國美食,taipei,33693.69369369369,111,20000.0,26000.0,33000.0,33911.27607323536,$$,105,4.7,104,3ef97c48-ccdb-4c5e-8f91-1e0725a787c3
1684,泰國美食,taipei,34578.94736842105,57,28000.0,36000.0,42000.0,9286.752247853896,$$,106,4.7,28,359efa9d-c5da-4b45-a052-7a6e5484fcd0
1685,日式料理,taipei,21272.727272727272,33,6000.0,23900.0,32900.0,14921.354896788791,$$,104,4.6,500,f1f6f604-0ea5-47f2-88af-657987370cbe
1686,日式料理,taipei,16156.25,32,6000.0,11400.0,25150.0,11319.560986959697,$$,105,4.7,311,d5653407-1530-46fc-ac41-6efa9aacc603
1687,健康美食,taipei,26000.0,8,20750.0,25000.0,31500.0,6264.982043070834,$,105,5.0,11,d5944b15-f612-40e4-9998-20a85f53d4f8
1688,Vegetarian Friendly,taipei,23522.727272727272,88,15000.0,18000.0,22250.0,31847.908191878898,$$,106,4.6,121,843e6c20-1e8b-4f52-b62c-28be6abca371
1689,港式美食,taipei,14626.388888888889,72,9000.0,14000.0,19250.0,5840.424096462791,$$,105,4.4,297,a63804b7-effa-4783-a025-d17734c9343f
1690,港式美食,taipei,23700.0,5,14900.0,14900.0,14900.0,18104.14317221337,$,110,4.4,72,0b1b5352-919d-4a7f-b1fd-a72a8b90ffa1
1691,港式美食,taipei,15000.0,6,15000.0,15000.0,15000.0,0.0,$,10491,4.6,88,3fb4ee54-40f5-4b4e-84b1-772392a656d9
1692,港式美食,taipei,11266.666666666666,15,10500.0,12000.0,12000.0,853.7498983243797,$,110,4.7,500,3d040401-6470-4888-a13d-b33cfb4f19e8
1693,港式美食,taipei,6363.636363636364,22,6000.0,6000.0,6375.0,1078.5282288822427,$,106,4.8,500,4238e1b6-8a84-4bfc-8ca7-5dc92d04e948
1694,港式美食,taipei,14770.27027027027,74,11000.0,15000.0,17000.0,6068.410222591802,$,105,4.6,500,3540d0e1-17ec-410c-993f-10456fb36dc6
1695,港式美食,taipei,12275.862068965518,29,10000.0,13000.0,15000.0,3292.0651910851248,$,106,4.7,500,b0213940-75f7-4f19-9174-fe5295570622
1696,港式美食,taipei,12285.714285714286,7,12000.0,12000.0,12500.0,364.2156795423418,$,106,4.5,146,db5ef5ff-f8a9-45ca-88a6-caed68b4da9b
1697,港式美食,taipei,18821.705426356588,129,17000.0,19000.0,23000.0,5869.973009991832,$$,10491,4.6,500,059b56a9-b811-4fce-aac3-466dae040069
1698,港式美食,taipei,12155.172413793103,58,7000.0,14000.0,15000.0,3994.8316788930265,$,105,4.4,224,8c11bccf-b7f9-462e-b914-5748e813ecce
1699,港式美食,taipei,11770.833333333334,48,11500.0,12000.0,12000.0,1399.2495508505822,$,106,4.6,293,99d639ad-e321-4baf-b82b-eaf09dfd9a21
1700,港式美食,taipei,14652.777777777777,36,7500.0,15250.0,18000.0,8873.665349132512,$,106,4.7,254,91126c33-90aa-4ab0-a885-6873492ff2fb
1701,港式美食,taipei,16586.956521739132,138,8500.0,14000.0,21000.0,10161.185213356688,$,106,4.6,239,8d9fe1ba-fddf-410d-9165-a7714ced91d1
1702,港式美食,taipei,13120.0,25,12000.0,12000.0,14000.0,1632.6665305566842,$,105,3.7,201,2d3989dd-8111-49a2-8436-447001f048bb
1703,港式美食,taipei,8181.395348837209,43,5500.0,8000.0,10750.0,3428.421279773866,$,110,4.6,500,fba267db-4d93-49b0-be32-be5e0f0f9459
1704,港式美食,taipei,4575.0,20,3000.0,3000.0,6750.0,2325.2688016657344,$,10491,4.7,261,923bfd9e-8f94-42ea-a75c-8ee2393153e3
1705,烘焙坊,taipei,20290.909090909092,33,9600.0,12000.0,21600.0,16573.442860928528,$$,105,4.7,13,8c395f07-e701-4e3b-93ca-adda56b3cd2b
1706,烘焙坊,taipei,11914.634146341463,41,7000.0,10000.0,15000.0,6342.753152147569,$,106,4.9,455,08d5e9a8-f65d-4941-be85-39a592102428
1707,烘焙坊,taipei,20620.25316455696,79,14500.0,18000.0,28000.0,8405.925874603312,$,106,4.8,96,06b08eba-d7b1-4548-b3d4-ffa3dced9713
1708,烘焙坊,taipei,8145.1612903225805,31,5500.0,8000.0,8250.0,4252.5012533177805,$,110,4.8,38,7b3fc3d7-9f44-418d-bb90-f8fac80ffd23
1709,烘焙坊,taipei,18201.515151515152,66,10250.0,21500.0,26150.0,8992.075508287291,$,106,4.6,66,b266e09c-49fd-4cd4-bc5e-3d34cd739696
1710,Desserts,taipei,60521.739130434784,23,24000.0,76000.0,94000.0,36599.91632826904,$$$,106,4.6,23,a8e6ba2c-058b-4426-974a-e14dbe256319
1711,美式美食,taipei,9710.25641025641,39,5500.0,9000.0,12000.0,5336.8959994188335,$,106,4.8,500,0ca06162-9168-4c85-8749-080ef42991d9
1712,珍珠奶茶,taipei,4816.129032258064,62,4000.0,4750.0,5500.0,1289.9354257890254,$,106,4.8,357,5285d5f6-49ac-429d-8a96-cfc8ea52e8d5
1713,珍珠奶茶,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,110,4.9,500,474db717-9ad9-4465-9bc4-4af51f28e6e7
1714,珍珠奶茶,taipei,5054.0,100,4500.0,5500.0,5500.0,1219.378530235792,$,106,4.8,500,23fb7454-8c5f-4921-b001-4faed0a10f6b
1715,珍珠奶茶,taipei,4630.263157894737,76,4000.0,4950.0,5500.0,1304.548695591305,$,110,4.8,222,d1ee1872-14dc-4f34-81cf-4df73e13e727
1716,珍珠奶茶,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,114,4.8,500,73cf6a07-28ff-4fc6-ac7b-2a37461f4347
1717,珍珠奶茶,taipei,6011.111111111111,45,5500.0,6500.0,7000.0,1473.804181508554,$,110,4.8,500,c2502c56-a1e8-4506-b2ab-a705721ec0d2
1718,珍珠奶茶,taipei,5124.285714285715,70,4500.0,5500.0,6000.0,1440.1821029980613,$,105,4.9,500,b0742c2c-93b3-4f62-bfc4-102ec25658d2
1719,珍珠奶茶,taipei,5173.134328358209,67,4500.0,5500.0,6000.0,1325.7025273081124,$,110,4.8,500,e90d8544-53c4-4d14-9b3a-71ab1051b2b2
1720,珍珠奶茶,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,105,4.9,500,533a6298-a126-4b54-841e-2a21aff71263
1721,珍珠奶茶,taipei,5124.285714285715,70,4500.0,5500.0,6000.0,1440.182102998061,$,10491,4.9,500,9d95f33a-8076-4b84-98ca-a331c06461b1
1722,珍珠奶茶,taipei,6658.823529411765,51,5500.0,7000.0,7750.0,1754.1185676145976,$,106,4.8,500,a994c52a-35d1-4138-abc7-4a64d0e20ade
1723,珍珠奶茶,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,100,4.9,500,b17e870c-afd6-475b-8ba4-9283e24853d9
1724,珍珠奶茶,taipei,5203.333333333333,30,4000.0,6000.0,6000.0,1729.8330041429497,$,110,4.7,500,5990a408-f53c-4255-a94c-572fa518d8b6
1725,珍珠奶茶,taipei,5009.259259259259,54,4500.0,5000.0,5975.0,1296.4722102860114,$,104,4.8,500,66fe9d92-dfba-4d9a-8265-1cee261d03b1
1726,珍珠奶茶,taipei,4850.0,24,4325.0,5000.0,5500.0,976.387901058454,$,106,4.7,200,570a1a55-6118-4c2d-a6a2-9e1f80db2fe1
1727,珍珠奶茶,taipei,6027.118644067797,59,5500.0,6000.0,7000.0,1288.9136811474264,$,106,4.8,356,0a863399-c2e0-4969-99f9-b6062d59fdc9
1728,珍珠奶茶,taipei,5173.469387755102,49,4500.0,5500.0,6000.0,961.2439878433213,$,106,4.6,98,611540fd-d611-4009-a751-4c67f9e0ea77
1729,Juice and Smoothies,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,110,4.9,500,713c0c06-b948-44c0-a9a1-50fa6eccd301
1730,Juice and Smoothies,taipei,4225.0,16,3500.0,4250.0,5125.0,1428.5044627161653,$,106,4.9,500,74e81432-b81c-412e-bcea-c96d389b04f5
1731,珍珠奶茶,taipei,6311.9047619047615,42,5500.0,6000.0,7500.0,1638.2630727974094,$,106,4.8,500,35445a01-2d7a-46f8-8549-a837710c2280
1732,珍珠奶茶,taipei,4928.571428571428,49,4500.0,5000.0,5500.0,1059.456926727952,$,106,4.8,500,d18284b4-dab2-4418-bdc4-60fda3d71d60
1733,珍珠奶茶,taipei,5796.666666666667,30,5000.0,6000.0,7000.0,1243.2439646165813,$,105,4.8,500,4f14ea17-c0a1-4034-8de7-a95c13911bcf
